k_time,flow_id,source_sensor,path_to_car,rate_mbps
67,644,"(8, 5)","[(8, 5), (9, 5), (10, 5), (11, 5), (12, 5)] -> Car-0",5
67,647,"(8, 6)","[(8, 6), (9, 6), (10, 6), (11, 6), (12, 6)] -> Car-0",5
67,674,"(8, 15)","[(8, 15), (9, 15), (10, 15), (11, 15), (12, 15)] -> Car-1",5
67,677,"(8, 16)","[(8, 16), (9, 16), (10, 16), (11, 16), (12, 16), (13, 16), (14, 16)] -> Car-1",5
67,704,"(8, 25)","[(8, 25), (9, 25), (10, 25), (11, 25), (12, 25)] -> Car-2",5
67,707,"(8, 26)","[(8, 26), (9, 26), (10, 26), (11, 26), (12, 26)] -> Car-2",5
67,1457,"(17, 6)","[(17, 6), (16, 6), (15, 6), (14, 6)] -> Car-0",4.27790985143411
67,1484,"(17, 15)","[(17, 15), (16, 15), (15, 15), (14, 15)] -> Car-1",5
67,1487,"(17, 16)","[(17, 16), (16, 16), (15, 16), (14, 16)] -> Car-1",5
67,1514,"(17, 25)","[(17, 25), (16, 25), (15, 25), (14, 25), (13, 25)] -> Car-2",5
67,1517,"(17, 26)","[(17, 26), (16, 26), (15, 26), (14, 26)] -> Car-2",5
67,1544,"(18, 5)","[(18, 5), (17, 5), (16, 5), (15, 5), (14, 5), (13, 5)] -> Car-0",5
67,1547,"(18, 6)","[(18, 6), (17, 6), (16, 6), (15, 6), (14, 6)] -> Car-0",5
67,1574,"(18, 15)","[(18, 15), (17, 15), (16, 15), (15, 15), (14, 15)] -> Car-1",5
67,1577,"(18, 16)","[(18, 16), (17, 16), (16, 16), (15, 16), (14, 16)] -> Car-1",4.999999999999993
67,1604,"(18, 25)","[(18, 25), (17, 25), (16, 25), (15, 25), (14, 25), (13, 25)] -> Car-2",5
67,1607,"(18, 26)","[(18, 26), (17, 26), (16, 26), (15, 26), (14, 26)] -> Car-2",5
67,1634,"(19, 5)","[(19, 5), (18, 5), (17, 5), (16, 5), (15, 5), (14, 5), (13, 5)] -> Car-0",5
67,1637,"(19, 6)","[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6)] -> Car-0",0.7220901485658899
68,479,"(6, 10)","[(6, 10), (7, 10), (8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (12, 9), (12, 8), (12, 7), (12, 6)] -> Car-0",2.03930476370127
68,482,"(6, 11)","[(6, 11), (7, 11), (8, 11), (9, 11), (10, 11), (11, 11), (12, 11), (12, 12), (12, 13), (12, 14), (12, 15)] -> Car-1",2.5769466214965235
68,491,"(6, 14)","[(6, 14), (7, 14), (8, 14), (9, 14), (10, 14), (11, 14), (12, 14), (12, 15)] -> Car-1",0.7941790600599381
68,509,"(6, 20)","[(6, 20), (7, 20), (8, 20), (9, 20), (10, 20), (11, 20), (12, 20), (12, 19), (12, 18), (12, 17), (12, 16)] -> Car-1",0.7941790600599381
68,521,"(6, 24)","[(6, 24), (7, 24), (8, 24), (9, 24), (10, 24), (11, 24), (12, 24), (12, 25)] -> Car-2",5
68,539,"(6, 30)","[(6, 30), (7, 30), (8, 30), (9, 30), (10, 30), (11, 30), (12, 30), (12, 29), (12, 28), (12, 27), (12, 26)] -> Car-2",3.601535705675694
68,542,"(7, 1)","[(7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (12, 2), (12, 3), (12, 4), (12, 5)] -> Car-0",5
68,545,"(7, 2)","[(7, 2), (8, 2), (9, 2), (10, 2), (11, 2), (12, 2), (12, 3), (12, 4), (12, 5)] -> Car-0",5
68,548,"(7, 3)","[(7, 3), (8, 3), (9, 3), (10, 3), (11, 3), (12, 3), (13, 3), (13, 4), (13, 5)] -> Car-0",5
68,551,"(7, 4)","[(7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (13, 5)] -> Car-0",5
68,560,"(7, 7)","[(7, 7), (8, 7), (9, 7), (10, 7), (11, 7), (12, 7), (12, 6)] -> Car-0",5
68,563,"(7, 8)","[(7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (13, 7), (13, 6)] -> Car-0",5
68,566,"(7, 9)","[(7, 9), (8, 9), (9, 9), (10, 9), (11, 9), (12, 9), (13, 9), (13, 8), (13, 7), (13, 6)] -> Car-0",5
68,569,"(7, 10)","[(7, 10), (8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (12, 11), (12, 12), (12, 13), (12, 14), (12, 15)] -> Car-1",5
68,572,"(7, 11)","[(7, 11), (8, 11), (9, 11), (10, 11), (11, 11), (12, 11), (13, 11), (13, 12), (13, 13), (13, 14), (13, 15)] -> Car-1",5
68,575,"(7, 12)","[(7, 12), (8, 12), (9, 12), (10, 12), (11, 12), (12, 12), (13, 12), (13, 13), (13, 14), (13, 15)] -> Car-1",5
68,578,"(7, 13)","[(7, 13), (8, 13), (9, 13), (10, 13), (11, 13), (12, 13), (13, 13), (14, 13), (14, 14), (14, 15)] -> Car-1",5
68,581,"(7, 14)","[(7, 14), (8, 14), (9, 14), (10, 14), (11, 14), (12, 14), (13, 14), (14, 14), (14, 15)] -> Car-1",5
68,590,"(7, 17)","[(7, 17), (8, 17), (9, 17), (10, 17), (11, 17), (12, 17), (12, 16)] -> Car-1",5
68,593,"(7, 18)","[(7, 18), (8, 18), (9, 18), (10, 18), (11, 18), (12, 18), (13, 18), (13, 17), (13, 16), (13, 15)] -> Car-1",5
68,596,"(7, 19)","[(7, 19), (8, 19), (9, 19), (10, 19), (11, 19), (12, 19), (13, 19), (13, 18), (13, 17), (13, 16), (13, 15)] -> Car-1",5
68,599,"(7, 20)","[(7, 20), (8, 20), (9, 20), (10, 20), (11, 20), (12, 20), (12, 21), (12, 22), (12, 23), (12, 24), (12, 25)] -> Car-2",5
68,602,"(7, 21)","[(7, 21), (8, 21), (9, 21), (10, 21), (11, 21), (12, 21), (12, 20), (12, 19), (12, 18), (12, 17), (12, 16)] -> Car-1",4.205820939940061
68,605,"(7, 22)","[(7, 22), (8, 22), (9, 22), (10, 22), (11, 22), (12, 22), (13, 22), (14, 22), (14, 23), (14, 24), (14, 25)] -> Car-2",5
68,608,"(7, 23)","[(7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 23), (13, 23), (14, 23), (14, 24), (14, 25)] -> Car-2",5
68,611,"(7, 24)","[(7, 24), (8, 24), (9, 24), (10, 24), (11, 24), (12, 24), (13, 24), (13, 25), (13, 26)] -> Car-2",5
68,620,"(7, 27)","[(7, 27), (8, 27), (9, 27), (10, 27), (11, 27), (12, 27), (12, 26)] -> Car-2",5
68,623,"(7, 28)","[(7, 28), (8, 28), (9, 28), (10, 28), (11, 28), (12, 28), (13, 28), (13, 27), (13, 26)] -> Car-2",5
68,626,"(7, 29)","[(7, 29), (8, 29), (9, 29), (10, 29), (11, 29), (12, 29), (13, 29), (13, 28), (13, 27), (13, 26)] -> Car-2",5
68,629,"(7, 30)","[(7, 30), (8, 30), (9, 30), (10, 30), (11, 30), (12, 30), (13, 30), (14, 30), (14, 29), (14, 28), (14, 27), (14, 26)] -> Car-2",5
68,632,"(8, 1)","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (13, 1), (14, 1), (14, 2), (14, 3), (14, 4), (14, 5)] -> Car-0",5
68,635,"(8, 2)","[(8, 2), (9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (14, 3), (14, 4), (14, 5)] -> Car-0",5
68,650,"(8, 7)","[(8, 7), (9, 7), (10, 7), (11, 7), (12, 7), (13, 7), (14, 7), (14, 6)] -> Car-0",5
68,653,"(8, 8)","[(8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (14, 7), (14, 6)] -> Car-0",5
68,656,"(8, 9)","[(8, 9), (9, 9), (10, 9), (11, 9), (12, 9), (12, 8), (12, 7), (12, 6)] -> Car-0",2.96069523629873
68,659,"(8, 10)","[(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (12, 11), (12, 12), (12, 13), (12, 14), (12, 15)] -> Car-1",1.6288743184435388
68,680,"(8, 17)","[(8, 17), (9, 17), (10, 17), (11, 17), (12, 17), (13, 17), (14, 17), (14, 16)] -> Car-1",5
68,683,"(8, 18)","[(8, 18), (9, 18), (10, 18), (11, 18), (12, 18), (13, 18), (14, 18), (14, 17), (14, 16)] -> Car-1",5
68,692,"(8, 21)","[(8, 21), (9, 21), (10, 21), (11, 21), (12, 21), (13, 21), (13, 22), (13, 23), (13, 24), (13, 25)] -> Car-2",2.862632076498237
68,695,"(8, 22)","[(8, 22), (9, 22), (10, 22), (11, 22), (12, 22), (13, 22), (13, 23), (13, 24), (13, 25)] -> Car-2",2.137367923501763
68,710,"(8, 27)","[(8, 27), (9, 27), (10, 27), (11, 27), (12, 27), (13, 27), (14, 27), (14, 26)] -> Car-2",5
68,713,"(8, 28)","[(8, 28), (9, 28), (10, 28), (11, 28), (12, 28), (12, 27), (12, 26)] -> Car-2",1.398464294324306
68,734,"(9, 5)","[(9, 5), (10, 5), (11, 5), (12, 5)] -> Car-0",5
68,737,"(9, 6)","[(9, 6), (10, 6), (11, 6), (12, 6)] -> Car-0",5
68,764,"(9, 15)","[(9, 15), (10, 15), (11, 15), (12, 15)] -> Car-1",5
68,767,"(9, 16)","[(9, 16), (10, 16), (11, 16), (12, 16)] -> Car-1",5
68,794,"(9, 25)","[(9, 25), (10, 25), (11, 25), (12, 25)] -> Car-2",5
68,797,"(9, 26)","[(9, 26), (10, 26), (11, 26), (12, 26)] -> Car-2",5
68,824,"(10, 5)","[(10, 5), (11, 5), (12, 5)] -> Car-0",5
68,827,"(10, 6)","[(10, 6), (11, 6), (12, 6)] -> Car-0",5
68,854,"(10, 15)","[(10, 15), (11, 15), (12, 15)] -> Car-1",5
68,857,"(10, 16)","[(10, 16), (11, 16), (12, 16)] -> Car-1",5
68,884,"(10, 25)","[(10, 25), (11, 25), (12, 25)] -> Car-2",5
68,887,"(10, 26)","[(10, 26), (11, 26), (12, 26)] -> Car-2",5
68,1544,"(18, 5)","[(18, 5), (17, 5), (16, 5), (15, 5), (14, 5)] -> Car-0",0.7220901485658935
68,1547,"(18, 6)","[(18, 6), (17, 6), (16, 6), (15, 6), (14, 6)] -> Car-0",5
68,1634,"(19, 5)","[(19, 5), (18, 5), (17, 5), (16, 5), (15, 5), (14, 5)] -> Car-0",5
68,1637,"(19, 6)","[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6)] -> Car-0",5
68,1664,"(19, 15)","[(19, 15), (18, 15), (17, 15), (16, 15), (15, 15), (14, 15)] -> Car-1",5
68,1667,"(19, 16)","[(19, 16), (18, 16), (17, 16), (16, 16), (15, 16), (14, 16)] -> Car-1",5
68,1694,"(19, 25)","[(19, 25), (18, 25), (17, 25), (16, 25), (15, 25), (14, 25)] -> Car-2",5
68,1697,"(19, 26)","[(19, 26), (18, 26), (17, 26), (16, 26), (15, 26), (14, 26)] -> Car-2",5
68,1724,"(20, 5)","[(20, 5), (19, 5), (18, 5), (17, 5), (16, 5), (15, 5), (14, 5)] -> Car-0",4.2779098514341065
68,1754,"(20, 15)","[(20, 15), (19, 15), (18, 15), (17, 15), (16, 15), (15, 15), (14, 15)] -> Car-1",5
68,1757,"(20, 16)","[(20, 16), (19, 16), (18, 16), (17, 16), (16, 16), (15, 16), (14, 16)] -> Car-1",5
68,1784,"(20, 25)","[(20, 25), (19, 25), (18, 25), (17, 25), (16, 25), (15, 25), (14, 25)] -> Car-2",5
68,1787,"(20, 26)","[(20, 26), (19, 26), (18, 26), (17, 26), (16, 26), (15, 26), (14, 26)] -> Car-2",4.999999999999993
69,542,"(7, 1)","[(7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (12, 2), (12, 3), (12, 4), (12, 5)] -> Car-0",5
69,545,"(7, 2)","[(7, 2), (8, 2), (9, 2), (10, 2), (11, 2), (12, 2), (12, 3), (12, 4), (12, 5)] -> Car-0",5
69,548,"(7, 3)","[(7, 3), (8, 3), (9, 3), (10, 3), (11, 3), (12, 3), (13, 3), (13, 4), (13, 5)] -> Car-0",5
69,551,"(7, 4)","[(7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (13, 5)] -> Car-0",5
69,560,"(7, 7)","[(7, 7), (8, 7), (9, 7), (10, 7), (11, 7), (12, 7), (12, 6)] -> Car-0",2.96069523629873
69,563,"(7, 8)","[(7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (12, 7), (12, 6)] -> Car-0",5
69,566,"(7, 9)","[(7, 9), (8, 9), (9, 9), (10, 9), (11, 9), (12, 9), (13, 9), (13, 8), (13, 7), (13, 6)] -> Car-0",5
69,569,"(7, 10)","[(7, 10), (8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (13, 9), (13, 8), (13, 7), (13, 6)] -> Car-0",5
69,572,"(7, 11)","[(7, 11), (8, 11), (9, 11), (10, 11), (11, 11), (12, 11), (12, 12), (12, 13), (12, 14), (12, 15)] -> Car-1",2.576946621496523
69,575,"(7, 12)","[(7, 12), (8, 12), (9, 12), (10, 12), (11, 12), (12, 12), (12, 13), (12, 14), (12, 15)] -> Car-1",4.051927696947015
69,578,"(7, 13)","[(7, 13), (8, 13), (9, 13), (10, 13), (11, 13), (12, 13), (13, 13), (13, 14), (13, 15)] -> Car-1",5
69,581,"(7, 14)","[(7, 14), (8, 14), (9, 14), (10, 14), (11, 14), (12, 14), (13, 14), (13, 15)] -> Car-1",5
69,590,"(7, 17)","[(7, 17), (8, 17), (9, 17), (10, 17), (11, 17), (12, 17), (12, 16)] -> Car-1",0.7941790600599381
69,593,"(7, 18)","[(7, 18), (8, 18), (9, 18), (10, 18), (11, 18), (12, 18), (12, 17), (12, 16)] -> Car-1",3.411641879880124
69,596,"(7, 19)","[(7, 19), (8, 19), (9, 19), (10, 19), (11, 19), (12, 19), (12, 18), (12, 17), (12, 16)] -> Car-1",5
69,599,"(7, 20)","[(7, 20), (8, 20), (9, 20), (10, 20), (11, 20), (12, 20), (13, 20), (13, 19), (13, 18), (13, 17), (13, 16)] -> Car-1",5
69,602,"(7, 21)","[(7, 21), (8, 21), (9, 21), (10, 21), (11, 21), (12, 21), (12, 22), (12, 23), (12, 24), (12, 25)] -> Car-2",5
69,605,"(7, 22)","[(7, 22), (8, 22), (9, 22), (10, 22), (11, 22), (12, 22), (12, 23), (12, 24), (12, 25)] -> Car-2",5
69,608,"(7, 23)","[(7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 23), (13, 23), (14, 23), (14, 24), (14, 25)] -> Car-2",5
69,611,"(7, 24)","[(7, 24), (8, 24), (9, 24), (10, 24), (11, 24), (12, 24), (13, 24), (14, 24), (14, 25)] -> Car-2",5
69,620,"(7, 27)","[(7, 27), (8, 27), (9, 27), (10, 27), (11, 27), (12, 27), (12, 26)] -> Car-2",1.398464294324306
69,623,"(7, 28)","[(7, 28), (8, 28), (9, 28), (10, 28), (11, 28), (12, 28), (12, 27), (12, 26)] -> Car-2",5
69,626,"(7, 29)","[(7, 29), (8, 29), (9, 29), (10, 29), (11, 29), (12, 29), (13, 29), (13, 28), (13, 27), (13, 26)] -> Car-2",5
69,629,"(7, 30)","[(7, 30), (8, 30), (9, 30), (10, 30), (11, 30), (12, 30), (13, 30), (13, 29), (13, 28), (13, 27), (13, 26)] -> Car-2",5
69,632,"(8, 1)","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (13, 1), (14, 1), (14, 2), (14, 3), (14, 4), (14, 5)] -> Car-0",5
69,635,"(8, 2)","[(8, 2), (9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (14, 3), (14, 4), (14, 5)] -> Car-0",5
69,650,"(8, 7)","[(8, 7), (9, 7), (10, 7), (11, 7), (12, 7), (13, 7), (14, 7), (14, 6)] -> Car-0",5
69,653,"(8, 8)","[(8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (14, 7), (14, 6)] -> Car-0",5
69,656,"(8, 9)","[(8, 9), (9, 9), (10, 9), (11, 9), (12, 9), (12, 8), (12, 7), (12, 6)] -> Car-0",2.03930476370127
69,659,"(8, 10)","[(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (12, 11), (12, 12), (12, 13), (12, 14), (12, 15)] -> Car-1",3.371125681556462
69,665,"(8, 12)","[(8, 12), (9, 12), (10, 12), (11, 12), (12, 12), (13, 12), (14, 12), (14, 13), (14, 14), (14, 15)] -> Car-1",5
69,668,"(8, 13)","[(8, 13), (9, 13), (10, 13), (11, 13), (12, 13), (13, 13), (14, 13), (14, 14), (14, 15)] -> Car-1",5
69,680,"(8, 17)","[(8, 17), (9, 17), (10, 17), (11, 17), (12, 17), (13, 17), (13, 16)] -> Car-1",5
69,683,"(8, 18)","[(8, 18), (9, 18), (10, 18), (11, 18), (12, 18), (13, 18), (14, 18), (14, 17), (14, 16)] -> Car-1",5
69,686,"(8, 19)","[(8, 19), (9, 19), (10, 19), (11, 19), (12, 19), (13, 19), (14, 19), (14, 18), (14, 17), (14, 16)] -> Car-1",5
69,689,"(8, 20)","[(8, 20), (9, 20), (10, 20), (11, 20), (12, 20), (12, 19), (12, 18), (12, 17), (12, 16)] -> Car-1",0.7941790600599372
69,692,"(8, 21)","[(8, 21), (9, 21), (10, 21), (11, 21), (12, 21), (13, 21), (13, 22), (13, 23), (13, 24), (13, 25)] -> Car-2",4.588293778674422
69,695,"(8, 22)","[(8, 22), (9, 22), (10, 22), (11, 22), (12, 22), (13, 22), (13, 23), (13, 24), (13, 25), (13, 26)] -> Car-2",5
69,698,"(8, 23)","[(8, 23), (9, 23), (10, 23), (11, 23), (12, 23), (13, 23), (13, 24), (13, 25)] -> Car-2",0.411706221325578
69,710,"(8, 27)","[(8, 27), (9, 27), (10, 27), (11, 27), (12, 27), (13, 27), (14, 27), (14, 26)] -> Car-2",5
69,713,"(8, 28)","[(8, 28), (9, 28), (10, 28), (11, 28), (12, 28), (13, 28), (14, 28), (14, 27), (14, 26)] -> Car-2",5
69,716,"(8, 29)","[(8, 29), (9, 29), (10, 29), (11, 29), (12, 29), (12, 28), (12, 27), (12, 26)] -> Car-2",3.601535705675694
69,734,"(9, 5)","[(9, 5), (10, 5), (11, 5), (12, 5)] -> Car-0",5
69,737,"(9, 6)","[(9, 6), (10, 6), (11, 6), (12, 6)] -> Car-0",5
69,764,"(9, 15)","[(9, 15), (10, 15), (11, 15), (12, 15)] -> Car-1",5
69,767,"(9, 16)","[(9, 16), (10, 16), (11, 16), (12, 16)] -> Car-1",5
69,794,"(9, 25)","[(9, 25), (10, 25), (11, 25), (12, 25)] -> Car-2",5
69,797,"(9, 26)","[(9, 26), (10, 26), (11, 26), (12, 26)] -> Car-2",5
69,824,"(10, 5)","[(10, 5), (11, 5), (12, 5)] -> Car-0",5
69,827,"(10, 6)","[(10, 6), (11, 6), (12, 6)] -> Car-0",5
69,854,"(10, 15)","[(10, 15), (11, 15), (12, 15)] -> Car-1",5
69,857,"(10, 16)","[(10, 16), (11, 16), (12, 16)] -> Car-1",5
69,884,"(10, 25)","[(10, 25), (11, 25), (12, 25)] -> Car-2",5
69,887,"(10, 26)","[(10, 26), (11, 26), (12, 26)] -> Car-2",5
69,1637,"(19, 6)","[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6)] -> Car-0",4.27790985143411
69,1664,"(19, 15)","[(19, 15), (18, 15), (17, 15), (16, 15), (15, 15), (14, 15)] -> Car-1",5
69,1667,"(19, 16)","[(19, 16), (18, 16), (17, 16), (16, 16), (15, 16), (14, 16)] -> Car-1",5
69,1694,"(19, 25)","[(19, 25), (18, 25), (17, 25), (16, 25), (15, 25), (14, 25)] -> Car-2",5
69,1697,"(19, 26)","[(19, 26), (18, 26), (17, 26), (16, 26), (15, 26), (14, 26)] -> Car-2",5
69,1724,"(20, 5)","[(20, 5), (19, 5), (18, 5), (17, 5), (16, 5), (15, 5), (14, 5)] -> Car-0",5
69,1727,"(20, 6)","[(20, 6), (19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6)] -> Car-0",5
69,1754,"(20, 15)","[(20, 15), (19, 15), (18, 15), (17, 15), (16, 15), (15, 15), (14, 15)] -> Car-1",5
69,1757,"(20, 16)","[(20, 16), (19, 16), (18, 16), (17, 16), (16, 16), (15, 16), (14, 16)] -> Car-1",5
69,1784,"(20, 25)","[(20, 25), (19, 25), (18, 25), (17, 25), (16, 25), (15, 25), (14, 25)] -> Car-2",5
69,1787,"(20, 26)","[(20, 26), (19, 26), (18, 26), (17, 26), (16, 26), (15, 26), (14, 26)] -> Car-2",5
70,602,"(7, 21)","[(7, 21), (8, 21), (9, 21), (10, 21), (11, 21), (12, 21), (12, 22), (12, 23), (12, 24), (12, 25)] -> Car-2",0.794179060059939
70,638,"(8, 3)","[(8, 3), (9, 3), (10, 3), (11, 3), (12, 3), (13, 3), (13, 4), (13, 5)] -> Car-0",5
70,641,"(8, 4)","[(8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (13, 5)] -> Car-0",5
70,656,"(8, 9)","[(8, 9), (9, 9), (10, 9), (11, 9), (12, 9), (12, 8), (12, 7), (12, 6)] -> Car-0",5
70,659,"(8, 10)","[(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (12, 9), (12, 8), (12, 7), (12, 6)] -> Car-0",4.999999999999998
70,662,"(8, 11)","[(8, 11), (9, 11), (10, 11), (11, 11), (12, 11), (12, 12), (12, 13), (12, 14), (12, 15)] -> Car-1",5
70,665,"(8, 12)","[(8, 12), (9, 12), (10, 12), (11, 12), (12, 12), (12, 13), (12, 14), (12, 15)] -> Car-1",5
70,668,"(8, 13)","[(8, 13), (9, 13), (10, 13), (11, 13), (12, 13), (13, 13), (13, 14), (13, 15)] -> Car-1",5
70,671,"(8, 14)","[(8, 14), (9, 14), (10, 14), (11, 14), (12, 14), (13, 14), (13, 15)] -> Car-1",5
70,686,"(8, 19)","[(8, 19), (9, 19), (10, 19), (11, 19), (12, 19), (12, 18), (12, 17), (12, 16)] -> Car-1",5
70,689,"(8, 20)","[(8, 20), (9, 20), (10, 20), (11, 20), (12, 20), (12, 19), (12, 18), (12, 17), (12, 16)] -> Car-1",5
70,692,"(8, 21)","[(8, 21), (9, 21), (10, 21), (11, 21), (12, 21), (12, 22), (12, 23), (12, 24), (12, 25)] -> Car-2",2.5490741448273413
70,695,"(8, 22)","[(8, 22), (9, 22), (10, 22), (11, 22), (12, 22), (12, 23), (12, 24), (12, 25)] -> Car-2",2.8626320764982367
70,698,"(8, 23)","[(8, 23), (9, 23), (10, 23), (11, 23), (12, 23), (13, 23), (13, 24), (13, 25)] -> Car-2",5
70,701,"(8, 24)","[(8, 24), (9, 24), (10, 24), (11, 24), (12, 24), (13, 24), (13, 25)] -> Car-2",5
70,713,"(8, 28)","[(8, 28), (9, 28), (10, 28), (11, 28), (12, 28), (13, 28), (13, 27), (13, 26)] -> Car-2",3.601535705675694
70,716,"(8, 29)","[(8, 29), (9, 29), (10, 29), (11, 29), (12, 29), (13, 29), (13, 28), (13, 27), (13, 26)] -> Car-2",5
70,719,"(8, 30)","[(8, 30), (9, 30), (10, 30), (11, 30), (12, 30), (13, 30), (14, 30), (14, 29), (14, 28), (14, 27), (14, 26)] -> Car-2",5
70,722,"(9, 1)","[(9, 1), (10, 1), (11, 1), (12, 1), (12, 2), (12, 3), (12, 4), (12, 5), (12, 6)] -> Car-0",5
70,725,"(9, 2)","[(9, 2), (10, 2), (11, 2), (12, 2), (12, 3), (12, 4), (12, 5), (12, 6)] -> Car-0",5
70,728,"(9, 3)","[(9, 3), (10, 3), (11, 3), (12, 3), (13, 3), (14, 3), (14, 4), (14, 5)] -> Car-0",5
70,731,"(9, 4)","[(9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (14, 5)] -> Car-0",5
70,740,"(9, 7)","[(9, 7), (10, 7), (11, 7), (12, 7), (13, 7), (13, 6)] -> Car-0",5
70,743,"(9, 8)","[(9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (13, 7), (13, 6)] -> Car-0",5
70,746,"(9, 9)","[(9, 9), (10, 9), (11, 9), (12, 9), (13, 9), (14, 9), (14, 8), (14, 7), (14, 6)] -> Car-0",5
70,749,"(9, 10)","[(9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (14, 9), (14, 8), (14, 7), (14, 6)] -> Car-0",5
70,755,"(9, 12)","[(9, 12), (10, 12), (11, 12), (12, 12), (13, 12), (14, 12), (14, 13), (14, 14), (14, 15)] -> Car-1",5
70,758,"(9, 13)","[(9, 13), (10, 13), (11, 13), (12, 13), (13, 13), (14, 13), (14, 14), (14, 15)] -> Car-1",5
70,770,"(9, 17)","[(9, 17), (10, 17), (11, 17), (12, 17), (13, 17), (13, 16)] -> Car-1",5
70,773,"(9, 18)","[(9, 18), (10, 18), (11, 18), (12, 18), (13, 18), (13, 17), (13, 16)] -> Car-1",5
70,776,"(9, 19)","[(9, 19), (10, 19), (11, 19), (12, 19), (13, 19), (14, 19), (14, 18), (14, 17), (14, 16)] -> Car-1",5
70,779,"(9, 20)","[(9, 20), (10, 20), (11, 20), (12, 20), (13, 20), (14, 20), (14, 19), (14, 18), (14, 17), (14, 16)] -> Car-1",5
70,782,"(9, 21)","[(9, 21), (10, 21), (11, 21), (12, 21), (12, 22), (12, 23), (12, 24), (12, 25)] -> Car-2",3.1992321471621525
70,785,"(9, 22)","[(9, 22), (10, 22), (11, 22), (12, 22), (13, 22), (14, 22), (14, 23), (14, 24), (14, 25)] -> Car-2",5
70,788,"(9, 23)","[(9, 23), (10, 23), (11, 23), (12, 23), (13, 23), (14, 23), (14, 24), (14, 25)] -> Car-2",5
70,791,"(9, 24)","[(9, 24), (10, 24), (11, 24), (12, 24), (12, 25)] -> Car-2",0.5948825714523305
70,800,"(9, 27)","[(9, 27), (10, 27), (11, 27), (12, 27), (13, 27), (14, 27), (14, 26)] -> Car-2",5
70,803,"(9, 28)","[(9, 28), (10, 28), (11, 28), (12, 28), (12, 27), (12, 26), (12, 25)] -> Car-2",3.1992321471621525
70,806,"(9, 29)","[(9, 29), (10, 29), (11, 29), (12, 29), (12, 28), (12, 27), (12, 26), (12, 25)] -> Car-2",3.1992321471621525
70,809,"(9, 30)","[(9, 30), (10, 30), (11, 30), (12, 30), (12, 29), (12, 28), (12, 27), (12, 26), (12, 25)] -> Car-2",3.1992321471621525
70,890,"(10, 27)","[(10, 27), (11, 27), (12, 27), (13, 27), (13, 26)] -> Car-2",1.398464294324306
70,893,"(10, 28)","[(10, 28), (11, 28), (12, 28), (12, 27), (12, 26)] -> Car-2",0.40230355851354194
70,1724,"(20, 5)","[(20, 5), (19, 5), (18, 5), (17, 5), (16, 5), (15, 5), (14, 5)] -> Car-0",0.7220901485658935
70,1727,"(20, 6)","[(20, 6), (19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6)] -> Car-0",5
71,638,"(8, 3)","[(8, 3), (9, 3), (10, 3), (11, 3), (12, 3), (13, 3), (14, 3), (14, 4), (14, 5)] -> Car-0",5
71,641,"(8, 4)","[(8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (14, 5)] -> Car-0",5
71,662,"(8, 11)","[(8, 11), (9, 11), (10, 11), (11, 11), (12, 11), (13, 11), (13, 12), (13, 13), (13, 14), (13, 15)] -> Car-1",5
71,671,"(8, 14)","[(8, 14), (9, 14), (10, 14), (11, 14), (12, 14), (13, 14), (13, 15)] -> Car-1",5
71,689,"(8, 20)","[(8, 20), (9, 20), (10, 20), (11, 20), (12, 20), (13, 20), (13, 19), (13, 18), (13, 17), (13, 16)] -> Car-1",4.205820939940063
